Scenario ID,User,Assistant - Extended,Assistant - Short,Assistant - Details,Threat ID,Description of the classification?,Vulnerability ID,Reasoning,Assistant - Risk occurrence type
S52,There are no flood protection measures in place,The described scenario presents at least one security threat.,Yes,The system is vulnerable to flooding,M3,Flooding,V27,Inadequate flood protection,Real
S54,Printed sheets are left unattended on the desk,The described scenario presents at least one security threat.,Yes,Paper information can be easily stolen,M26,Unnoticed data theft,V14,Inadequate supervision,Real
S54,Printed sheets are left unattended on the desk,The described scenario presents at least one security threat.,Yes,Paper information can be easily stolen,M26,Unnoticed data theft,V25,Insufficient information surveillance,Real
S56,"Anyone can access the CED, without checks",The described scenario presents at least one security threat.,Yes,Access to the CED area is not properly controlled,M15,Physical theft of media,V32,Inadequate access control to the CED area,Real
S56,"Anyone can access the CED, without checks",The described scenario presents at least one security threat.,Yes,Access to the CED area is not properly controlled,M25,Sabotage,V32,Inadequate access control to the CED area,Real
S56,"Anyone can access the CED, without checks",The described scenario presents at least one security threat.,Yes,Access to the CED area is not properly controlled,M25,Sabotage,V33,Lack of access control to the CED area,Real
S58,There are no rules or procedures regarding copying digital media and prints.,The described scenario presents at least one security threat.,Yes,Information can be easily stolen,M26,Unnoticed data theft,V14,Inadequate supervision,Real
S58,There are no rules or procedures regarding copying digital media and prints.,The described scenario presents at least one security threat.,Yes,Information can be easily stolen,M26,Unnoticed data theft,V25,Insufficient information surveillance,Real
S60,Visitors are not accompanied when authorized,The described scenario presents at least one security threat.,Yes,Visitors can steal media,M15,Physical theft of media,V32,Inadequate access control to the CED area,Real
S60,Visitors are not accompanied when authorized,The described scenario presents at least one security threat.,Yes,Visitors can sabotage the system,M25,Sabotage,V32,Inadequate access control to the CED area,Real
